FileType, Version, Date, Time, ChartField, TimeSource, Recorder, Scale, Units, ChartSubType, BaseScaling
LDP, 1, 05/22/2020, 13:01:44, Record, Internal, 12, Unity, Primary, Unknown, Primary
RecNum, Date, Time, Phase, Status
-1, 1, 2, -1, 3
"I0_IMB"
4
DeviceID, FID, TID, Form, CTR, CTRN, PTR, LDAR
"EPSOL01", "SEL-735-R203-V0-Z101100-D20190828", "STATION A", 9, 200, 200, 1, 60
ChannelName, ChannelFunction, ChannelUnits, ChannelRule, ChannelMult, ChannelRollover, ChannelScale
"I0_IMB", AVG, "%", "1", 1, 999999999, 1
EventDate, EventTime, EventCode, EventDescription
02/18/2020, 09:46:17.477, X0000, "Device settings changed"
02/18/2020, 09:46:17.769, X2048, "SALARM, Assert"
02/18/2020, 09:46:18.769, X1048, "SALARM, Deassert"
02/18/2020, 10:10:01.227, X2048, "SALARM, Assert"
02/18/2020, 10:10:02.227, X1048, "SALARM, Deassert"
02/18/2020, 10:10:05.977, X0000, "Device settings changed"
02/18/2020, 10:10:06.319, X2048, "SALARM, Assert"
02/18/2020, 10:10:07.319, X1048, "SALARM, Deassert"
02/18/2020, 10:10:14.769, X0000, "Device settings changed"
02/18/2020, 10:10:14.769, X2048, "SALARM, Assert"
02/18/2020, 10:10:15.769, X1048, "SALARM, Deassert"
02/18/2020, 10:13:47.969, X2048, "SALARM, Assert"
02/18/2020, 10:13:48.969, X1048, "SALARM, Deassert"
02/18/2020, 10:13:52.844, X0000, "Device settings changed"
02/18/2020, 10:13:53.144, X2048, "SALARM, Assert"
02/18/2020, 10:13:54.144, X1048, "SALARM, Deassert"
02/18/2020, 10:14:02.702, X0000, "Device settings changed"
02/18/2020, 10:14:02.702, X2048, "SALARM, Assert"
02/18/2020, 10:14:03.702, X1048, "SALARM, Deassert"
02/18/2020, 12:32:03.227, X0002, "Power loss"
02/28/2020, 12:20:10.513, X0001, "Power restored"
02/28/2020, 14:11:03.162, X0002, "Power loss"
03/02/2020, 11:53:31.878, X0001, "Power restored"
03/02/2020, 12:09:51.661, X0002, "Power loss"
03/02/2020, 12:12:27.150, X0001, "Power restored"
03/02/2020, 12:40:21.199, X0002, "Power loss"
03/02/2020, 12:47:43.446, X0001, "Power restored"
03/02/2020, 12:49:41.580, X2048, "SALARM, Assert"
03/02/2020, 12:49:42.580, X1048, "SALARM, Deassert"
03/02/2020, 14:05:39.088, X0002, "Power loss"
03/06/2020, 09:19:01.516, X0001, "Power restored"
03/06/2020, 10:32:19.841, X2048, "SALARM, Assert"
03/06/2020, 10:32:20.841, X1048, "SALARM, Deassert"
03/06/2020, 10:32:24.616, X0000, "Device settings changed"
03/06/2020, 10:32:24.633, X2048, "SALARM, Assert"
03/06/2020, 10:32:25.633, X1048, "SALARM, Deassert"
03/06/2020, 10:37:00.166, X0002, "Power loss"
03/06/2020, 10:37:13.589, X0001, "Power restored"
03/06/2020, 10:37:20.231, X0002, "Power loss"
03/06/2020, 10:44:54.936, X0001, "Power restored"
03/06/2020, 10:44:55.811, X0002, "Power loss"
03/06/2020, 10:45:07.952, X0001, "Power restored"
03/06/2020, 10:45:18.211, X2032, "SSI_EVE, Assert"
03/06/2020, 10:46:37.567, X2048, "SALARM, Assert"
03/06/2020, 10:46:38.566, X1048, "SALARM, Deassert"
03/06/2020, 10:47:26.083, X0002, "Power loss"
03/06/2020, 10:48:12.452, X0001, "Power restored"
03/06/2020, 10:48:22.719, X2032, "SSI_EVE, Assert"
03/06/2020, 11:04:17.622, X2048, "SALARM, Assert"
03/06/2020, 11:04:18.621, X1048, "SALARM, Deassert"
03/06/2020, 11:06:33.947, X2048, "SALARM, Assert"
03/06/2020, 11:06:34.947, X1048, "SALARM, Deassert"
03/06/2020, 11:16:57.480, X2048, "SALARM, Assert"
03/06/2020, 11:16:58.480, X1048, "SALARM, Deassert"
03/06/2020, 14:36:03.113, X0002, "Power loss"
03/09/2020, 14:54:15.248, X0001, "Power restored"
03/09/2020, 14:54:25.506, X2032, "SSI_EVE, Assert"
03/09/2020, 14:55:25.983, X0002, "Power loss"
03/09/2020, 14:55:29.114, X0001, "Power restored"
03/09/2020, 14:55:29.964, X0002, "Power loss"
03/09/2020, 14:55:34.846, X0001, "Power restored"
03/09/2020, 14:55:34.904, X0002, "Power loss"
03/09/2020, 14:56:09.495, X0001, "Power restored"
03/09/2020, 14:56:19.762, X2032, "SSI_EVE, Assert"
03/09/2020, 15:10:22.518, X0002, "Power loss"
03/09/2020, 15:12:11.469, X0001, "Power restored"
03/09/2020, 15:12:21.727, X2032, "SSI_EVE, Assert"
03/09/2020, 15:13:39.939, X2048, "SALARM, Assert"
03/09/2020, 15:13:40.939, X1048, "SALARM, Deassert"
03/09/2020, 15:23:13.338, X0002, "Power loss"
03/09/2020, 15:23:26.584, X0001, "Power restored"
03/09/2020, 15:23:36.842, X2032, "SSI_EVE, Assert"
03/09/2020, 15:31:31.918, X0002, "Power loss"
03/09/2020, 15:33:20.748, X0001, "Power restored"
03/09/2020, 15:33:31.007, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.080, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.239, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.289, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.297, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.305, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.314, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.322, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.330, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.339, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.347, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.355, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.364, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.372, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.380, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.389, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.397, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.405, X1032, "SSI_EVE, Deassert"
03/09/2020, 15:39:42.414, X2032, "SSI_EVE, Assert"
03/09/2020, 15:39:42.480, X0002, "Power loss"
03/09/2020, 15:39:57.752, X0001, "Power restored"
03/09/2020, 15:40:08.019, X2032, "SSI_EVE, Assert"
03/10/2020, 08:54:25.708, X2048, "SALARM, Assert"
03/10/2020, 08:54:26.708, X1048, "SALARM, Deassert"
03/11/2020, 11:21:27.661, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:21:27.669, X2032, "SSI_EVE, Assert"
03/11/2020, 11:21:29.935, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:21:29.943, X2032, "SSI_EVE, Assert"
03/11/2020, 11:21:29.951, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:21:29.960, X2032, "SSI_EVE, Assert"
03/11/2020, 11:21:29.968, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:21:29.976, X2032, "SSI_EVE, Assert"
03/11/2020, 11:21:30.351, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:21:30.476, X0002, "Power loss"
03/11/2020, 11:23:30.309, X0001, "Power restored"
03/11/2020, 11:23:40.576, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.636, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.644, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.652, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.660, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.669, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.677, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.685, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.694, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.702, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.710, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.719, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.727, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.735, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.744, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.752, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.760, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.769, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.777, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.785, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.794, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.802, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.810, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.819, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.827, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.835, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.844, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.852, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.860, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.869, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:24:45.877, X2032, "SSI_EVE, Assert"
03/11/2020, 11:24:45.877, X0002, "Power loss"
03/11/2020, 11:27:47.762, X0001, "Power restored"
03/11/2020, 11:27:58.028, X2032, "SSI_EVE, Assert"
03/11/2020, 11:30:50.606, X1032, "SSI_EVE, Deassert"
03/11/2020, 11:30:50.748, X0002, "Power loss"
03/11/2020, 13:26:34.314, X0001, "Power restored"
03/11/2020, 13:26:44.573, X2032, "SSI_EVE, Assert"
03/11/2020, 14:55:31.173, X0002, "Power loss"
03/11/2020, 14:55:35.691, X0001, "Power restored"
03/11/2020, 14:55:45.750, X2032, "SSI_EVE, Assert"
03/12/2020, 08:24:07.708, X0002, "Power loss"
03/12/2020, 10:11:23.922, X0001, "Power restored"
03/12/2020, 10:24:00.172, X0002, "Power loss"
03/31/2020, 07:17:58.290, X0001, "Power restored"
03/31/2020, 09:47:36.540, X2048, "SALARM, Assert"
03/31/2020, 09:47:37.540, X1048, "SALARM, Deassert"
03/31/2020, 09:47:47.773, X0000, "Device settings changed"
03/31/2020, 09:47:47.790, X2048, "SALARM, Assert"
03/31/2020, 09:47:48.790, X1048, "SALARM, Deassert"
03/31/2020, 10:26:41.540, X2048, "SALARM, Assert"
03/31/2020, 10:26:42.540, X1048, "SALARM, Deassert"
03/31/2020, 10:26:47.740, X0000, "Device settings changed"
03/31/2020, 10:26:48.190, X2048, "SALARM, Assert"
03/31/2020, 10:26:49.190, X1048, "SALARM, Deassert"
03/31/2020, 11:24:11.806, X0002, "Power loss"
03/31/2020, 11:52:29.879, X0001, "Power restored"
03/31/2020, 11:53:27.337, X2032, "SSI_EVE, Assert"
04/01/2020, 09:43:59.741, X2048, "SALARM, Assert"
04/01/2020, 09:44:00.741, X1048, "SALARM, Deassert"
04/01/2020, 09:44:04.667, X0000, "Device settings changed"
04/01/2020, 09:44:04.993, X2048, "SALARM, Assert"
04/01/2020, 09:44:05.993, X1048, "SALARM, Deassert"
04/01/2020, 11:38:13.287, X0002, "Power loss"
04/01/2020, 11:38:33.685, X0001, "Power restored"
04/01/2020, 11:38:43.743, X2032, "SSI_EVE, Assert"
04/01/2020, 12:27:21.472, X1032, "SSI_EVE, Deassert"
04/01/2020, 12:27:21.656, X2032, "SSI_EVE, Assert"
04/01/2020, 12:27:21.839, X1032, "SSI_EVE, Deassert"
04/01/2020, 12:27:21.939, X2032, "SSI_EVE, Assert"
04/01/2020, 12:27:22.406, X1032, "SSI_EVE, Deassert"
04/01/2020, 12:27:22.647, X2032, "SSI_EVE, Assert"
04/01/2020, 12:27:22.747, X1032, "SSI_EVE, Deassert"
04/01/2020, 12:27:22.922, X2032, "SSI_EVE, Assert"
04/01/2020, 12:27:22.964, X1032, "SSI_EVE, Deassert"
04/01/2020, 12:27:23.172, X2032, "SSI_EVE, Assert"
04/01/2020, 12:27:56.087, X1032, "SSI_EVE, Deassert"
04/01/2020, 13:21:24.921, X2032, "SSI_EVE, Assert"
04/01/2020, 13:21:25.046, X1032, "SSI_EVE, Deassert"
04/01/2020, 14:03:39.281, X0002, "Power loss"
04/02/2020, 09:48:56.061, X0001, "Power restored"
04/02/2020, 11:44:52.569, X0002, "Power loss"
04/02/2020, 12:03:50.887, X0001, "Power restored"
04/02/2020, 12:04:01.145, X2032, "SSI_EVE, Assert"
04/02/2020, 12:10:12.072, X2048, "SALARM, Assert"
04/02/2020, 12:10:13.036, X1048, "SALARM, Deassert"
04/02/2020, 12:10:47.575, X0000, "Device settings changed"
04/02/2020, 12:10:49.666, X2048, "SALARM, Assert"
04/02/2020, 12:10:50.628, X1048, "SALARM, Deassert"
04/02/2020, 12:10:50.628, X0002, "Power loss"
04/02/2020, 12:10:58.882, X0001, "Power restored"
04/02/2020, 12:11:19.198, X2032, "SSI_EVE, Assert"
04/02/2020, 12:11:36.189, X2048, "SALARM, Assert"
04/02/2020, 12:11:37.154, X1048, "SALARM, Deassert"
04/02/2020, 12:14:13.156, X1032, "SSI_EVE, Deassert"
04/02/2020, 12:14:13.164, X2032, "SSI_EVE, Assert"
04/02/2020, 12:16:06.620, X2048, "SALARM, Assert"
04/02/2020, 12:16:07.578, X1048, "SALARM, Deassert"
04/02/2020, 12:16:25.518, X0000, "Device settings changed"
04/02/2020, 12:16:25.814, X2048, "SALARM, Assert"
04/02/2020, 12:16:26.774, X1048, "SALARM, Deassert"
04/02/2020, 12:16:34.452, X0000, "Device settings changed"
04/02/2020, 12:16:34.820, X2048, "SALARM, Assert"
04/02/2020, 12:16:35.780, X1048, "SALARM, Deassert"
04/02/2020, 12:16:42.518, X0000, "Device settings changed"
04/02/2020, 12:16:42.837, X2048, "SALARM, Assert"
04/02/2020, 12:16:43.796, X1048, "SALARM, Deassert"
04/02/2020, 12:19:40.843, X2048, "SALARM, Assert"
04/02/2020, 12:19:41.800, X1048, "SALARM, Deassert"
04/02/2020, 12:22:31.051, X2048, "SALARM, Assert"
04/02/2020, 12:22:32.008, X1048, "SALARM, Deassert"
04/02/2020, 12:23:01.183, X0000, "Device settings changed"
04/02/2020, 12:23:03.195, X2048, "SALARM, Assert"
04/02/2020, 12:23:04.153, X1048, "SALARM, Deassert"
04/02/2020, 12:23:04.153, X0002, "Power loss"
04/02/2020, 12:23:12.476, X0001, "Power restored"
04/02/2020, 12:23:39.916, X2032, "SSI_EVE, Assert"
04/02/2020, 12:35:21.499, X2048, "SALARM, Assert"
04/02/2020, 12:35:22.454, X1048, "SALARM, Deassert"
04/02/2020, 12:35:27.491, X0000, "Device settings changed"
04/02/2020, 12:35:27.833, X2048, "SALARM, Assert"
04/02/2020, 12:35:28.788, X1048, "SALARM, Deassert"
04/02/2020, 14:04:17.998, X0002, "Power loss"
04/17/2020, 08:01:34.306, X0001, "Power restored"
04/17/2020, 08:05:59.389, X2048, "SALARM, Assert"
04/17/2020, 08:06:00.389, X1048, "SALARM, Deassert"
04/17/2020, 08:07:07.014, X0000, "Device settings changed"
04/17/2020, 08:07:07.014, X0002, "Power loss"
04/17/2020, 08:07:10.223, X0001, "Power restored"
04/17/2020, 08:11:20.981, X2048, "SALARM, Assert"
04/17/2020, 08:11:21.981, X1048, "SALARM, Deassert"
04/17/2020, 08:11:37.681, X0000, "Device settings changed"
04/17/2020, 08:11:37.681, X0002, "Power loss"
04/17/2020, 08:11:40.898, X0001, "Power restored"
04/17/2020, 08:23:04.631, X2048, "SALARM, Assert"
04/17/2020, 08:23:05.631, X1048, "SALARM, Deassert"
04/17/2020, 08:23:58.231, X0000, "Device settings changed"
04/17/2020, 08:23:58.231, X0002, "Power loss"
04/17/2020, 08:24:01.447, X0001, "Power restored"
04/17/2020, 08:43:00.647, X2048, "SALARM, Assert"
04/17/2020, 08:43:01.647, X1048, "SALARM, Deassert"
04/17/2020, 08:45:25.164, X0000, "Device settings changed"
04/17/2020, 08:45:25.164, X0002, "Power loss"
04/17/2020, 08:45:28.380, X0001, "Power restored"
04/17/2020, 08:54:39.830, X2048, "SALARM, Assert"
04/17/2020, 08:54:40.830, X1048, "SALARM, Deassert"
04/17/2020, 08:54:53.763, X0000, "Device settings changed"
04/17/2020, 08:55:00.246, X0002, "Power loss"
04/17/2020, 08:55:02.971, X0001, "Power restored"
04/17/2020, 09:22:19.888, X2048, "SALARM, Assert"
04/17/2020, 09:22:20.888, X1048, "SALARM, Deassert"
04/17/2020, 09:24:51.055, X0000, "Device settings changed"
04/17/2020, 09:24:51.288, X2048, "SALARM, Assert"
04/17/2020, 09:24:52.288, X1048, "SALARM, Deassert"
04/17/2020, 10:32:40.504, X0002, "Power loss"
05/12/2020, 19:43:53.560, X0001, "Power restored"
05/13/2020, 18:32:14.629, X2048, "SALARM, Assert"
05/13/2020, 18:32:15.629, X1048, "SALARM, Deassert"
05/13/2020, 18:48:28.429, X2048, "SALARM, Assert"
05/13/2020, 18:48:29.429, X1048, "SALARM, Deassert"
05/13/2020, 18:48:48.670, X0000, "Device settings changed"
05/13/2020, 18:48:48.670, X0002, "Power loss"
05/13/2020, 18:48:58.879, X0001, "Power restored"
05/13/2020, 18:51:00.604, X2048, "SALARM, Assert"
05/13/2020, 18:51:01.604, X1048, "SALARM, Deassert"
05/13/2020, 18:54:16.387, X2048, "SALARM, Assert"
05/13/2020, 18:54:17.387, X1048, "SALARM, Deassert"
05/13/2020, 18:58:53.862, X2048, "SALARM, Assert"
05/13/2020, 18:58:54.862, X1048, "SALARM, Deassert"
05/13/2020, 19:00:19.946, X2048, "SALARM, Assert"
05/13/2020, 19:00:20.946, X1048, "SALARM, Deassert"
05/13/2020, 19:01:16.654, X2048, "SALARM, Assert"
05/13/2020, 19:01:17.654, X1048, "SALARM, Deassert"
05/13/2020, 19:04:08.979, X2048, "SALARM, Assert"
05/13/2020, 19:04:09.979, X1048, "SALARM, Deassert"
05/13/2020, 19:08:28.062, X2048, "SALARM, Assert"
05/13/2020, 19:08:29.062, X1048, "SALARM, Deassert"
05/13/2020, 19:08:39.162, X0000, "Device settings changed"
05/13/2020, 19:08:39.162, X0002, "Power loss"
05/13/2020, 19:08:48.377, X0001, "Power restored"
05/13/2020, 19:16:42.510, X2048, "SALARM, Assert"
05/13/2020, 19:16:43.510, X1048, "SALARM, Deassert"
05/13/2020, 19:20:41.151, X2048, "SALARM, Assert"
05/13/2020, 19:20:42.151, X1048, "SALARM, Deassert"
05/13/2020, 19:29:23.126, X2048, "SALARM, Assert"
05/13/2020, 19:29:24.126, X1048, "SALARM, Deassert"
05/13/2020, 19:29:38.760, X2048, "SALARM, Assert"
05/13/2020, 19:29:39.760, X1048, "SALARM, Deassert"
05/13/2020, 19:30:32.943, X2048, "SALARM, Assert"
05/13/2020, 19:30:33.943, X1048, "SALARM, Deassert"
05/13/2020, 19:31:19.343, X2048, "SALARM, Assert"
05/13/2020, 19:31:20.343, X1048, "SALARM, Deassert"
05/13/2020, 19:31:44.026, X2048, "SALARM, Assert"
05/13/2020, 19:31:45.026, X1048, "SALARM, Deassert"
05/13/2020, 19:31:53.426, X2048, "SALARM, Assert"
05/13/2020, 19:31:54.426, X1048, "SALARM, Deassert"
05/13/2020, 19:32:35.226, X2048, "SALARM, Assert"
05/13/2020, 19:32:36.226, X1048, "SALARM, Deassert"
05/13/2020, 19:32:55.343, X2048, "SALARM, Assert"
05/13/2020, 19:32:56.343, X1048, "SALARM, Deassert"
05/13/2020, 19:34:08.326, X2048, "SALARM, Assert"
05/13/2020, 19:34:09.326, X1048, "SALARM, Deassert"
05/13/2020, 19:34:29.118, X2048, "SALARM, Assert"
05/13/2020, 19:34:30.118, X1048, "SALARM, Deassert"
05/13/2020, 19:34:33.360, X2048, "SALARM, Assert"
05/13/2020, 19:34:34.360, X1048, "SALARM, Deassert"
05/13/2020, 19:35:39.718, X2048, "SALARM, Assert"
05/13/2020, 19:35:40.718, X1048, "SALARM, Deassert"
05/13/2020, 19:37:37.101, X2048, "SALARM, Assert"
05/13/2020, 19:37:38.101, X1048, "SALARM, Deassert"
05/13/2020, 19:37:52.501, X2048, "SALARM, Assert"
05/13/2020, 19:37:53.501, X1048, "SALARM, Deassert"
05/14/2020, 20:38:43.487, X2048, "SALARM, Assert"
05/14/2020, 20:38:44.487, X1048, "SALARM, Deassert"
05/14/2020, 20:39:23.504, X2048, "SALARM, Assert"
05/14/2020, 20:39:24.504, X1048, "SALARM, Deassert"
05/15/2020, 12:38:29.349, X2048, "SALARM, Assert"
05/15/2020, 12:38:30.349, X1048, "SALARM, Deassert"
05/15/2020, 12:38:56.016, X2048, "SALARM, Assert"
05/15/2020, 12:38:57.016, X1048, "SALARM, Deassert"
05/15/2020, 12:39:06.616, X2048, "SALARM, Assert"
05/15/2020, 12:39:07.616, X1048, "SALARM, Deassert"
05/15/2020, 12:40:00.649, X2048, "SALARM, Assert"
